Read_Name	Origin_Gene	Mapped_Gene
Read13542	PKD1P2	NONE
Read13543	PKD1	PKD1
Read13544	PKD1P4	NONE
Read13545	PKD1P4	NONE
Read13546	PKD1P5	PKD1P5
Read13547	PKD1P6	NONE
Read13548	PKD1P5	NONE
Read13549	PKD1P4	PKD1P4
Read13550	PKD1P4	NONE
Read13551	PKD1P1	NONE
Read13552	PKD1	PKD1
Read13553	PKD1	PKD1
Read13554	PKD1P2	NONE
Read13555	PKD1P2	NONE
Read13556	PKD1P3	NONE
Read13557	PKD1P5	NONE
Read13558	PKD1P6	PKD1P6
Read13559	PKD1P3	NONE
Read13560	PKD1P4	NONE
Read13561	PKD1	PKD1
Read13562	PKD1	PKD1
Read13563	PKD1P3	NONE
Read13564	PKD1P6	PKD1P6
Read13565	PKD1P1	NONE
Read13566	PKD1P2	NONE
Read13567	PKD1P4	NONE
Read13568	PKD1P5	PKD1P5
Read13569	PKD1P3	NONE
Read13570	PKD1P5	NONE
Read13571	PKD1P2	NONE
Read13572	PKD1P5	NONE
Read13573	PKD1P2	NONE
Read13574	PKD1P1	NONE
Read13575	PKD1P2	NONE
Read13576	PKD1P2	NONE
Read13577	PKD1P2	NONE
Read13578	PKD1P3	NONE
Read13579	PKD1P2	NONE
Read13580	PKD1P3	NONE
Read13581	PKD1P4	NONE
Read13582	PKD1P2	NONE
Read13583	PKD1P3	NONE
Read13584	PKD1P4	NONE
Read13585	PKD1P4	NONE
Read13586	PKD1P3	NONE
Read13587	PKD1P6	PKD1P6
Read13588	PKD1P4	PKD1P4
Read13589	PKD1P3	NONE
Read13590	PKD1P2	NONE
Read13591	PKD1P3	NONE
Read13592	PKD1P3	PKD1P3
Read13593	PKD1P4	NONE
Read13594	PKD1P4	NONE
Read13595	PKD1P5	NONE
Read13596	PKD1P6	PKD1P6
Read13597	PKD1P5	NONE
Read13598	PKD1P3	NONE
Read13599	PKD1P1	NONE
Read13600	PKD1P4	NONE
Read13601	PKD1P2	NONE
Read13602	PKD1P2	NONE
Read13603	PKD1P3	NONE
Read13604	PKD1	PKD1
Read13605	PKD1P1	NONE
Read13606	PKD1P4	PKD1P4
Read13607	PKD1P1	NONE
Read13608	PKD1P5	NONE
Read13609	PKD1P4	PKD1P4
Read13610	PKD1P1	NONE
Read13611	PKD1	PKD1
Read13612	PKD1P3	NONE
Read13613	PKD1P1	NONE
Read13614	PKD1	PKD1
Read13615	PKD1P2	NONE
Read13616	PKD1P1	NONE
Read13617	PKD1P1	NONE
Read13618	PKD1P6	NONE
Read13619	PKD1P2	NONE
Read13620	PKD1	PKD1
Read13621	PKD1P4	PKD1P4
Read13622	PKD1P3	PKD1P3
Read13623	PKD1P4	PKD1P4
Read13624	PKD1P2	PKD1P2
Read13625	PKD1P6	PKD1P6
Read13626	PKD1P2	PKD1P2
Read13627	PKD1	PKD1
Read13628	PKD1P1	NONE
Read13629	PKD1P3	NONE
Read13630	PKD1P2	NONE
Read13631	PKD1	PKD1
Read13632	PKD1P4	PKD1P4
Read13633	PKD1	PKD1
Read13634	PKD1P3	NONE
Read13635	PKD1P4	NONE
Read13636	PKD1P1	NONE
Read13637	PKD1P1	NONE
Read13638	PKD1P6	PKD1P6
Read13639	PKD1P3	NONE
Read13640	PKD1P6	PKD1P6
Read13641	PKD1P4	NONE
Read13642	PKD1P3	NONE
Read13643	PKD1P2	NONE
Read13644	PKD1P1	NONE
Read13645	PKD1P5	NONE
Read13646	PKD1P5	NONE
Read13647	PKD1P2	NONE
Read13648	PKD1P2	PKD1P2
Read13649	PKD1P3	PKD1P3
Read13650	PKD1	PKD1
Read13651	PKD1P1	NONE
Read13652	PKD1P4	PKD1P4
Read13653	PKD1P2	PKD1P2
Read13654	PKD1	PKD1
Read13655	PKD1P1	NONE
Read13656	PKD1P2	NONE
Read13657	PKD1	PKD1
Read13658	PKD1P1	NONE
Read13659	PKD1	PKD1
Read13660	PKD1	PKD1
Read13661	PKD1P6	PKD1P6
Read13662	PKD1P1	NONE
Read13663	PKD1	PKD1
Read13664	PKD1P5	NONE
Read13665	PKD1	PKD1
Read13666	PKD1P3	NONE
Read13667	PKD1P3	NONE
Read13668	PKD1	PKD1
Read13669	PKD1P5	PKD1P5
Read13670	PKD1P1	NONE
Read13671	PKD1P1	NONE
Read13672	PKD1P1	NONE
Read13673	PKD1P4	PKD1P4
Read13674	PKD1P6	NONE
Read13675	PKD1P1	PKD1P1
Read13676	PKD1P5	NONE
Read13677	PKD1P1	NONE
Read13678	PKD1P2	NONE
Read13679	PKD1P4	NONE
Read13680	PKD1P5	NONE
Read13681	PKD1P4	NONE
Read13682	PKD1P1	PKD1P1
Read13683	PKD1P1	NONE
Read13684	PKD1P6	PKD1P6
Read13685	PKD1P3	PKD1P3
Read13686	PKD1P4	NONE
Read13687	PKD1P2	PKD1P2
Read13688	PKD1P3	PKD1P3
Read13689	PKD1P4	NONE
Read13690	PKD1	PKD1
Read13691	PKD1P5	NONE
Read13692	PKD1P5	NONE
Read13693	PKD1P3	PKD1P3
Read13694	PKD1P6	PKD1P6
Read13695	PKD1P5	PKD1P5
Read13696	PKD1P5	NONE
Read13697	PKD1P6	PKD1P6
Read13698	PKD1P4	PKD1P4
Read13699	PKD1P3	PKD1P3
Read13700	PKD1P3	NONE
Read13701	PKD1P3	PKD1P3
Read13702	PKD1P1	NONE
Read13703	PKD1	PKD1
Read13704	PKD1P4	NONE
Read13705	PKD1P2	PKD1P2
Read13706	PKD1P4	NONE
Read13707	PKD1P6	PKD1P6
Read13708	PKD1P4	NONE
Read13709	PKD1P1	NONE
Read13710	PKD1	PKD1
Read13711	PKD1P6	PKD1P6
Read13712	PKD1P3	NONE
Read13713	PKD1P1	NONE
Read13714	PKD1P3	NONE
Read13715	PKD1P4	NONE
Read13716	PKD1	PKD1
Read13717	PKD1P1	NONE
Read13718	PKD1	PKD1
Read13719	PKD1P3	PKD1P3
Read13720	PKD1P1	NONE
Read13721	PKD1	PKD1
Read13722	PKD1	PKD1
Read13723	PKD1P3	NONE
Read13724	PKD1	PKD1
Read13725	PKD1P4	NONE
Read13726	PKD1P2	NONE
Read13727	PKD1P6	NONE
Read13728	PKD1P5	NONE
Read13729	PKD1P4	NONE
Read13730	PKD1P6	PKD1P6
Read13731	PKD1P1	NONE
Read13732	PKD1P3	NONE
Read13733	PKD1P6	NONE
Read13734	PKD1P4	PKD1P4
Read13735	PKD1P6	PKD1P6
Read13736	PKD1P4	NONE
Read13737	PKD1P2	NONE
Read13738	PKD1	PKD1
Read13739	PKD1P6	PKD1P6
Read13740	PKD1	PKD1
Read13741	PKD1P1	NONE
Read13742	PKD1P3	NONE
Read13743	PKD1P4	NONE
Read13744	PKD1P2	PKD1P2
Read13745	PKD1P1	NONE
Read13746	PKD1	PKD1
Read13747	PKD1P5	PKD1P5
Read13748	PKD1P4	NONE
Read13749	PKD1P3	NONE
Read13750	PKD1	PKD1
Read13751	PKD1P1	NONE
Read13752	PKD1P1	NONE
Read13753	PKD1	PKD1
Read13754	PKD1P6	PKD1P6
Read13755	PKD1P6	PKD1P6
Read13756	PKD1P5	NONE
Read13757	PKD1P1	NONE
Read13758	PKD1	PKD1
Read13759	PKD1P1	NONE
Read13760	PKD1P4	NONE
Read13761	PKD1P5	NONE
Read13762	PKD1P4	NONE
Read13763	PKD1P4	PKD1P4
Read13764	PKD1P3	NONE
Read13765	PKD1P2	PKD1P2
Read13766	PKD1P5	NONE
Read13767	PKD1P1	NONE
Read13768	PKD1	PKD1
Read13769	PKD1P1	PKD1P1
Read13770	PKD1P1	NONE
Read13771	PKD1P2	PKD1P2
Read13772	PKD1P2	NONE
Read13773	PKD1P2	NONE
Read13774	PKD1P2	NONE
Read13775	PKD1P6	PKD1P6
Read13776	PKD1	PKD1
Read13777	PKD1P4	NONE
Read13778	PKD1P1	NONE
Read13779	PKD1P5	PKD1P5
Read13780	PKD1P5	NONE
Read13781	PKD1P4	NONE
Read13782	PKD1P3	NONE
Read13783	PKD1P1	NONE
Read13784	PKD1P4	NONE
Read13785	PKD1P3	PKD1P3
Read13786	PKD1P6	PKD1P6
Read13787	PKD1P2	NONE
Read13788	PKD1P6	NONE
Read13789	PKD1P5	NONE
Read13790	PKD1P3	NONE
Read13791	PKD1P5	NONE
Read13792	PKD1	PKD1
Read13793	PKD1P5	PKD1P5
Read13794	PKD1P2	NONE
Read13795	PKD1P4	NONE
Read13796	PKD1P5	PKD1P5
Read13797	PKD1P5	PKD1P5
Read13798	PKD1P5	NONE
Read13799	PKD1P2	NONE
Read13800	PKD1P4	NONE
Read13801	PKD1P1	PKD1P1
Read13802	PKD1P2	PKD1P2
Read13803	PKD1P1	NONE
Read13804	PKD1P5	PKD1P5
Read13805	PKD1P6	PKD1P6
Read13806	PKD1P3	NONE
Read13807	PKD1	PKD1
Read13808	PKD1P5	NONE
Read13809	PKD1	PKD1
Read13810	PKD1P1	NONE
Read13811	PKD1P5	NONE
Read13812	PKD1P3	NONE
Read13813	PKD1P3	NONE
Read13814	PKD1P2	PKD1P2
Read13815	PKD1P1	NONE
Read13816	PKD1P4	NONE
Read13817	PKD1P3	NONE
Read13818	PKD1P1	PKD1P1
Read13819	PKD1P4	NONE
Read13820	PKD1P5	NONE
Read13821	PKD1	PKD1
Read13822	PKD1P2	NONE
Read13823	PKD1P1	NONE
Read13824	PKD1	PKD1
Read13825	PKD1P5	NONE
Read13826	PKD1P1	NONE
Read13827	PKD1P4	NONE
Read13828	PKD1P2	NONE
Read13829	PKD1P5	NONE
Read13830	PKD1P2	NONE
Read13831	PKD1	PKD1
Read13832	PKD1P5	NONE
Read13833	PKD1P3	PKD1P3
Read13834	PKD1	PKD1
Read13835	PKD1P2	NONE
Read13836	PKD1P6	PKD1P6
Read13837	PKD1P1	NONE
Read13838	PKD1P3	NONE
Read13839	PKD1P1	NONE
Read13840	PKD1P3	NONE
Read13841	PKD1P3	PKD1P3
Read13842	PKD1P4	NONE
Read13843	PKD1P2	NONE
Read13844	PKD1P1	NONE
Read13845	PKD1P1	NONE
Read13846	PKD1P6	PKD1P6
Read13847	PKD1P4	NONE
Read13848	PKD1P3	NONE
Read13849	PKD1P3	NONE
Read13850	PKD1P5	NONE
Read13851	PKD1P4	NONE
Read13852	PKD1P4	NONE
Read13853	PKD1P4	NONE
Read13854	PKD1P3	PKD1P3
Read13855	PKD1P6	PKD1P6
Read13856	PKD1P3	PKD1P3
Read13857	PKD1	PKD1
Read13858	PKD1P4	PKD1P4
Read13859	PKD1P5	PKD1P5
Read13860	PKD1P5	NONE
Read13861	PKD1	NONE
Read13862	PKD1P6	PKD1P6
Read13863	PKD1P2	NONE
Read13864	PKD1P3	NONE
Read13865	PKD1P3	NONE
Read13866	PKD1P4	NONE
Read13867	PKD1P6	PKD1P6
Read13868	PKD1P4	NONE
Read13869	PKD1P3	NONE
Read13870	PKD1P4	NONE
Read13871	PKD1	PKD1
Read13872	PKD1	PKD1
Read13873	PKD1P2	NONE
Read13874	PKD1P3	PKD1P3
Read13875	PKD1	PKD1
Read13876	PKD1P6	NONE
Read13877	PKD1P5	PKD1P5
Read13878	PKD1P4	NONE
Read13879	PKD1P1	PKD1P1
Read13880	PKD1P1	NONE
Read13881	PKD1	PKD1
Read13882	PKD1P2	PKD1P2
Read13883	PKD1P2	NONE
Read13884	PKD1P2	NONE
Read13885	PKD1P1	NONE
Read13886	PKD1P5	NONE
Read13887	PKD1P5	NONE
Read13888	PKD1P4	PKD1P4
Read13889	PKD1P2	NONE
Read13890	PKD1P5	NONE
Read13891	PKD1P6	PKD1P6
Read13892	PKD1P6	PKD1P6
Read13893	PKD1P4	NONE
Read13894	PKD1P2	PKD1P2
Read13895	PKD1P1	NONE
Read13896	PKD1P5	PKD1P5
Read13897	PKD1	PKD1
Read13898	PKD1P4	NONE
Read13899	PKD1P6	PKD1P6
Read13900	PKD1P5	PKD1P5
Read13901	PKD1P2	NONE
Read13902	PKD1P2	NONE
Read13903	PKD1P5	NONE
Read13904	PKD1P4	NONE
Read13905	PKD1P3	NONE
Read13906	PKD1P2	PKD1P2
Read13907	PKD1P1	NONE
Read13908	PKD1P2	PKD1P2
Read13909	PKD1	PKD1
Read13910	PKD1P6	PKD1P6
Read13911	PKD1P3	NONE
Read13912	PKD1	PKD1
Read13913	PKD1P6	PKD1P6
Read13914	PKD1P3	NONE
Read13915	PKD1P1	NONE
Read13916	PKD1P4	NONE
Read13917	PKD1P6	PKD1P6
Read13918	PKD1P4	NONE
Read13919	PKD1P1	NONE
Read13920	PKD1	PKD1
Read13921	PKD1P5	NONE
Read13922	PKD1	PKD1
Read13923	PKD1P5	NONE
Read13924	PKD1P1	NONE
Read13925	PKD1P4	NONE
Read13926	PKD1P1	NONE
Read13927	PKD1P5	NONE
Read13928	PKD1P5	NONE
Read13929	PKD1	PKD1
Read13930	PKD1P4	NONE
Read13931	PKD1	PKD1
Read13932	PKD1P5	NONE
Read13933	PKD1P3	PKD1P3
Read13934	PKD1P5	NONE
Read13935	PKD1P1	NONE
Read13936	PKD1P3	NONE
Read13937	PKD1P1	NONE
Read13938	PKD1P3	NONE
Read13939	PKD1P2	PKD1P2
Read13940	PKD1P3	PKD1P3
Read13941	PKD1P4	NONE
Read13942	PKD1P5	NONE
Read13943	PKD1P5	NONE
Read13944	PKD1P2	NONE
Read13945	PKD1	PKD1
Read13946	PKD1P3	NONE
Read13947	PKD1P5	PKD1P5
Read13948	PKD1P2	PKD1P2
Read13949	PKD1	PKD1
Read13950	PKD1	PKD1
Read13951	PKD1P2	NONE
Read13952	PKD1P3	NONE
Read13953	PKD1P2	NONE
Read13954	PKD1P2	NONE
Read13955	PKD1P4	PKD1P4
Read13956	PKD1P3	PKD1P3
Read13957	PKD1	PKD1
Read13958	PKD1P4	NONE
Read13959	PKD1P1	NONE
Read13960	PKD1P5	NONE
Read13961	PKD1P4	NONE
Read13962	PKD1P1	NONE
Read13963	PKD1P6	PKD1P6
Read13964	PKD1P3	NONE
Read13965	PKD1P5	NONE
Read13966	PKD1P1	PKD1P1
Read13967	PKD1P1	NONE
Read13968	PKD1P5	NONE
Read13969	PKD1P2	PKD1P2
Read13970	PKD1P2	NONE
Read13971	PKD1P1	PKD1P1
Read13972	PKD1P2	PKD1P2
Read13973	PKD1P5	NONE
Read13974	PKD1	PKD1
Read13975	PKD1P3	NONE
Read13976	PKD1P3	NONE
Read13977	PKD1	PKD1
Read13978	PKD1P6	PKD1P6
Read13979	PKD1P1	NONE
Read13980	PKD1P6	PKD1P6
Read13981	PKD1P1	NONE
Read13982	PKD1P3	NONE
Read13983	PKD1P6	PKD1P6
Read13984	PKD1P1	NONE
Read13985	PKD1P1	NONE
Read13986	PKD1P3	NONE
Read13987	PKD1P1	NONE
Read13988	PKD1P6	PKD1P6
Read13989	PKD1P3	NONE
Read13990	PKD1P4	NONE
Read13991	PKD1P6	PKD1P6
Read13992	PKD1P1	NONE
Read13993	PKD1	PKD1
Read13994	PKD1P4	NONE
Read13995	PKD1P6	PKD1P6
Read13996	PKD1P5	PKD1P5
Read13997	PKD1P2	NONE
Read13998	PKD1P3	PKD1P3
Read13999	PKD1P5	NONE
Read14000	PKD1P3	NONE
Read14001	PKD1P3	NONE
Read14002	PKD1P2	NONE
Read14003	PKD1P3	NONE
Read14004	PKD1P3	NONE
Read14005	PKD1P3	PKD1P3
Read14006	PKD1P3	NONE
Read14007	PKD1P6	PKD1P6
Read14008	PKD1	PKD1
Read14009	PKD1	PKD1
Read14010	PKD1	PKD1
Read14011	PKD1	PKD1
Read14012	PKD1	PKD1
Read14013	PKD1P1	PKD1P1
Read14014	PKD1	PKD1
Read14015	PKD1P2	NONE
Read14016	PKD1P4	NONE
Read14017	PKD1P2	NONE
Read14018	PKD1P3	PKD1P3
Read14019	PKD1P2	NONE
Read14020	PKD1P6	PKD1P6
Read14021	PKD1P4	NONE
Read14022	PKD1P2	NONE
Read14023	PKD1	PKD1
Read14024	PKD1P6	PKD1P6
Read14025	PKD1P1	NONE
Read14026	PKD1P1	NONE
Read14027	PKD1	PKD1
Read14028	PKD1	PKD1
Read14029	PKD1P4	NONE
Read14030	PKD1P1	NONE
Read14031	PKD1P3	NONE
Read14032	PKD1P1	PKD1P1
Read14033	PKD1P4	NONE
Read14034	PKD1P3	PKD1P3
Read14035	PKD1P6	PKD1P6
Read14036	PKD1P5	NONE
Read14037	PKD1P4	NONE
Read14038	PKD1	PKD1
Read14039	PKD1	PKD1
Read14040	PKD1P2	NONE
Read14041	PKD1P5	PKD1P1
Read14042	PKD1P3	NONE
Read14043	PKD1P3	NONE
Read14044	PKD1P5	NONE
Read14045	PKD1P3	NONE
Read14046	PKD1P5	NONE
Read14047	PKD1P6	PKD1P6
Read14048	PKD1P1	NONE
Read14049	PKD1P5	PKD1P5
Read14050	PKD1P5	NONE
Read14051	PKD1P3	PKD1P3
Read14052	PKD1P3	NONE
Read14053	PKD1P2	NONE
Read14054	PKD1P3	NONE
Read14055	PKD1P2	PKD1P2
Read14056	PKD1P2	PKD1P2
Read14057	PKD1P4	NONE
Read14058	PKD1P2	NONE
Read14059	PKD1P2	NONE
Read14060	PKD1P6	PKD1P6
Read14061	PKD1	PKD1
Read14062	PKD1P2	NONE
Read14063	PKD1P2	NONE
Read14064	PKD1P1	NONE
Read14065	PKD1P3	NONE
Read14066	PKD1	PKD1
Read14067	PKD1P3	NONE
Read14068	PKD1P4	NONE
Read14069	PKD1P5	NONE
Read14070	PKD1P4	NONE
Read14071	PKD1P1	PKD1P1
Read14072	PKD1P2	PKD1P2
Read14073	PKD1P1	NONE
Read14074	PKD1P4	NONE
Read14075	PKD1P5	NONE
Read14076	PKD1P2	NONE
Read14077	PKD1P6	NONE
Read14078	PKD1P2	NONE
Read14079	PKD1P3	PKD1P3
Read14080	PKD1P5	NONE
Read14081	PKD1P5	PKD1P5
Read14082	PKD1P2	NONE
Read14083	PKD1P4	NONE
Read14084	PKD1P1	NONE
Read14085	PKD1	PKD1
Read14086	PKD1P2	NONE
Read14087	PKD1P5	NONE
Read14088	PKD1P6	PKD1P6
Read14089	PKD1P3	PKD1P3
Read14090	PKD1	PKD1
Read14091	PKD1P1	NONE
Read14092	PKD1P2	NONE
Read14093	PKD1P6	PKD1P6
Read14094	PKD1	PKD1
Read14095	PKD1P4	NONE
Read14096	PKD1P4	PKD1P4
Read14097	PKD1P5	NONE
Read14098	PKD1P4	NONE
Read14099	PKD1	NONE
Read14100	PKD1P3	NONE
Read14101	PKD1	PKD1
Read14102	PKD1P2	NONE
Read14103	PKD1P5	NONE
Read14104	PKD1P1	NONE
Read14105	PKD1P3	NONE
Read14106	PKD1P1	NONE
Read14107	PKD1P6	PKD1P6
Read14108	PKD1P6	PKD1P6
Read14109	PKD1P4	NONE
Read14110	PKD1	PKD1
Read14111	PKD1P6	PKD1P6
Read14112	PKD1P5	PKD1P5
Read14113	PKD1P5	PKD1P5
Read14114	PKD1P1	NONE
Read14115	PKD1P5	NONE
Read14116	PKD1P4	NONE
Read14117	PKD1P1	NONE
Read14118	PKD1P1	NONE
Read14119	PKD1P3	NONE
Read14120	PKD1P5	NONE
Read14121	PKD1	NONE
Read14122	PKD1	PKD1
Read14123	PKD1	PKD1
Read14124	PKD1P5	NONE
Read14125	PKD1P2	NONE
Read14126	PKD1P4	NONE
Read14127	PKD1P4	NONE
Read14128	PKD1P6	PKD1P6
Read14129	PKD1P1	NONE
Read14130	PKD1P4	NONE
Read14131	PKD1P5	NONE
Read14132	PKD1P4	NONE
Read14133	PKD1	PKD1
Read14134	PKD1P2	PKD1P2
Read14135	PKD1	PKD1
Read14136	PKD1P4	NONE
Read14137	PKD1P3	NONE
Read14138	PKD1P4	NONE
Read14139	PKD1P1	NONE
Read14140	PKD1P3	NONE
Read14141	PKD1P5	NONE
Read14142	PKD1P2	NONE
Read14143	PKD1P5	NONE
Read14144	PKD1P6	PKD1P6
Read14145	PKD1	PKD1
Read14146	PKD1P3	NONE
Read14147	PKD1	PKD1
Read14148	PKD1P2	NONE
Read14149	PKD1P4	NONE
Read14150	PKD1P1	NONE
Read14151	PKD1P6	PKD1P6
Read14152	PKD1P1	NONE
Read14153	PKD1P5	NONE
Read14154	PKD1P2	PKD1P2
Read14155	PKD1P5	NONE
Read14156	PKD1P3	NONE
Read14157	PKD1P4	NONE
Read14158	PKD1P4	NONE
Read14159	PKD1P1	NONE
Read14160	PKD1P6	PKD1P6
Read14161	PKD1P5	NONE
Read14162	PKD1P3	NONE
Read14163	PKD1P2	NONE
Read14164	PKD1P1	NONE
Read14165	PKD1P2	PKD1P2
Read14166	PKD1P3	NONE
Read14167	PKD1P5	NONE
Read14168	PKD1P1	NONE
Read14169	PKD1P3	PKD1P3
Read14170	PKD1P4	NONE
Read14171	PKD1P4	PKD1P4
Read14172	PKD1P2	NONE
Read14173	PKD1P4	NONE
Read14174	PKD1	PKD1
Read14175	PKD1P6	PKD1P6
Read14176	PKD1P6	PKD1P6
Read14177	PKD1P3	NONE
Read14178	PKD1P5	NONE
Read14179	PKD1P2	NONE
Read14180	PKD1P1	NONE
Read14181	PKD1P5	NONE
Read14182	PKD1P3	NONE
Read14183	PKD1P3	PKD1P3
Read14184	PKD1P3	PKD1P3
Read14185	PKD1P1	NONE
Read14186	PKD1P4	NONE
Read14187	PKD1	PKD1
Read14188	PKD1P3	NONE
Read14189	PKD1P4	NONE
Read14190	PKD1P1	NONE
Read14191	PKD1	PKD1
Read14192	PKD1	PKD1
Read14193	PKD1	PKD1
Read14194	PKD1P3	NONE
Read14195	PKD1P6	PKD1P6
Read14196	PKD1	PKD1
Read14197	PKD1P4	PKD1P4
Read14198	PKD1P6	PKD1P6
Read14199	PKD1P4	NONE
Read14200	PKD1P4	NONE
Read14201	PKD1P6	PKD1P6
Read14202	PKD1	PKD1
Read14203	PKD1P3	PKD1P3
Read14204	PKD1P2	NONE
Read14205	PKD1P6	PKD1P6
Read14206	PKD1P2	NONE
Read14207	PKD1P1	NONE
Read14208	PKD1P5	NONE
Read14209	PKD1P3	NONE
Read14210	PKD1P2	NONE
Read14211	PKD1P5	NONE
Read14212	PKD1P2	NONE
Read14213	PKD1P3	NONE
Read14214	PKD1P3	NONE
Read14215	PKD1P2	NONE
Read14216	PKD1P2	NONE
Read14217	PKD1	PKD1
Read14218	PKD1P3	NONE
Read14219	PKD1	PKD1
Read14220	PKD1P3	NONE
Read14221	PKD1P3	NONE
Read14222	PKD1	PKD1
Read14223	PKD1P3	NONE
Read14224	PKD1P1	NONE
Read14225	PKD1P1	NONE
Read14226	PKD1	PKD1
Read14227	PKD1P2	NONE
Read14228	PKD1P4	NONE
Read14229	PKD1P6	NONE
Read14230	PKD1P4	NONE
Read14231	PKD1P5	NONE
Read14232	PKD1P6	PKD1P6
Read14233	PKD1P5	NONE
Read14234	PKD1P1	NONE
Read14235	PKD1P3	NONE
Read14236	PKD1P4	NONE
Read14237	PKD1	PKD1
Read14238	PKD1	PKD1
Read14239	PKD1P5	NONE
Read14240	PKD1P2	PKD1P2
Read14241	PKD1	PKD1
Read14242	PKD1P3	PKD1P3
Read14243	PKD1P5	NONE
Read14244	PKD1P4	NONE
Read14245	PKD1P2	PKD1P2
Read14246	PKD1	PKD1
Read14247	PKD1	PKD1
Read14248	PKD1P3	NONE
Read14249	PKD1P2	NONE
Read14250	PKD1P3	NONE
Read14251	PKD1P1	NONE
Read14252	PKD1	PKD1
Read14253	PKD1P1	PKD1P1
Read14254	PKD1P4	NONE
Read14255	PKD1	PKD1
Read14256	PKD1P3	NONE
Read14257	PKD1P2	NONE
Read14258	PKD1P2	NONE
Read14259	PKD1P6	PKD1P6
Read14260	PKD1P3	NONE
Read14261	PKD1	PKD1
Read14262	PKD1P5	NONE
Read14263	PKD1P1	NONE
Read14264	PKD1	PKD1
Read14265	PKD1P4	NONE
Read14266	PKD1P5	NONE
Read14267	PKD1P1	NONE
Read14268	PKD1P3	NONE
Read14269	PKD1P3	NONE
Read14270	PKD1P3	NONE
Read14271	PKD1P6	NONE
Read14272	PKD1P6	PKD1P6
Read14273	PKD1P3	NONE
Read14274	PKD1P6	PKD1P6
Read14275	PKD1P2	PKD1P2
Read14276	PKD1P5	PKD1P5
Read14277	PKD1P2	NONE
Read14278	PKD1P3	NONE
Read14279	PKD1	PKD1
Read14280	PKD1P6	PKD1P6
Read14281	PKD1P4	NONE
Read14282	PKD1P4	NONE
Read14283	PKD1P5	PKD1P5
Read14284	PKD1P1	NONE
Read14285	PKD1P2	NONE
Read14286	PKD1P3	PKD1P3
Read14287	PKD1P2	PKD1P2
Read14288	PKD1P6	PKD1P6
Read14289	PKD1P2	PKD1P2
Read14290	PKD1P3	NONE
Read14291	PKD1P4	NONE
Read14292	PKD1P1	NONE
Read14293	PKD1P6	PKD1P6
Read14294	PKD1	PKD1
Read14295	PKD1P6	PKD1P6
Read14296	PKD1P4	NONE
Read14297	PKD1P4	NONE
Read14298	PKD1P2	PKD1P2
Read14299	PKD1	PKD1
Read14300	PKD1P3	NONE
Read14301	PKD1P1	NONE
Read14302	PKD1P6	PKD1P6
Read14303	PKD1P1	NONE
Read14304	PKD1P6	PKD1P6
Read14305	PKD1P4	PKD1P4
Read14306	PKD1P6	PKD1P6
Read14307	PKD1P3	NONE
Read14308	PKD1P2	NONE
Read14309	PKD1P3	NONE
Read14310	PKD1P5	NONE
Read14311	PKD1P3	NONE
Read14312	PKD1P1	NONE
Read14313	PKD1P6	PKD1P6
Read14314	PKD1P2	NONE
Read14315	PKD1	PKD1
Read14316	PKD1P2	PKD1P2
Read14317	PKD1P6	PKD1P6
Read14318	PKD1	PKD1
Read14319	PKD1P5	NONE
Read14320	PKD1P2	NONE
Read14321	PKD1P6	PKD1P6
Read14322	PKD1P2	NONE
Read14323	PKD1P3	NONE
Read14324	PKD1P1	NONE
Read14325	PKD1P5	NONE
Read14326	PKD1P3	NONE
Read14327	PKD1	PKD1
Read14328	PKD1P6	PKD1P6
Read14329	PKD1P4	NONE
Read14330	PKD1P6	PKD1P6
Read14331	PKD1P5	NONE
Read14332	PKD1P1	NONE
Read14333	PKD1P4	NONE
Read14334	PKD1P4	NONE
Read14335	PKD1P6	NONE
Read14336	PKD1P6	PKD1P6
Read14337	PKD1P4	NONE
Read14338	PKD1	PKD1
Read14339	PKD1P6	PKD1P6
Read14340	PKD1P3	NONE
Read14341	PKD1P3	NONE
Read14342	PKD1P2	NONE
Read14343	PKD1P6	PKD1P6
Read14344	PKD1P3	NONE
Read14345	PKD1	PKD1
Read14346	PKD1P4	NONE
Read14347	PKD1P4	NONE
Read14348	PKD1P2	NONE
Read14349	PKD1P1	NONE
Read14350	PKD1	PKD1
Read14351	PKD1P6	PKD1P6
Read14352	PKD1P5	PKD1P5
Read14353	PKD1P3	NONE
Read14354	PKD1P4	NONE
Read14355	PKD1P1	NONE
Read14356	PKD1P5	PKD1P5
Read14357	PKD1P5	NONE
Read14358	PKD1P5	NONE
Read14359	PKD1	PKD1
Read14360	PKD1	PKD1
Read14361	PKD1P6	PKD1P6
Read14362	PKD1P5	NONE
Read14363	PKD1	PKD1
Read14364	PKD1	PKD1
Read14365	PKD1P5	PKD1P5
Read14366	PKD1P6	NONE
Read14367	PKD1	PKD1
Read14368	PKD1P2	NONE
Read14369	PKD1	PKD1
Read14370	PKD1P5	PKD1P5
Read14371	PKD1P1	NONE
Read14372	PKD1P4	NONE
Read14373	PKD1	PKD1
Read14374	PKD1P3	NONE
Read14375	PKD1P2	PKD1P2
Read14376	PKD1P4	NONE
Read14377	PKD1P5	NONE
Read14378	PKD1P6	NONE
Read14379	PKD1P5	NONE
Read14380	PKD1P1	NONE
Read14381	PKD1P1	NONE
Read14382	PKD1	PKD1
Read14383	PKD1P2	NONE
Read14384	PKD1P6	PKD1P6
