Read_Name	Origin_Gene	Mapped_Gene
Read23244	PKD1P2	PKD1P2
Read23247	PKD1	PKD1
Read23248	PKD1P6	PKD1P6
Read23249	PKD1	PKD1
Read23250	PKD1P6	PKD1P6
Read23254	PKD1P3	PKD1P3
Read23256	PKD1	PKD1
Read23262	PKD1	PKD1
Read23263	PKD1P6	PKD1P6
Read23267	PKD1P5	PKD1P5
Read23269	PKD1P6	PKD1P6
Read23272	PKD1P6	PKD1P6
Read23276	PKD1P2	PKD1P2
Read23277	PKD1P6	PKD1P6
Read23281	PKD1P3	PKD1P3
Read23291	PKD1P2	PKD1P2
Read23295	PKD1P6	PKD1P6
Read23297	PKD1P4	PKD1P4
Read23298	PKD1	PKD1
Read23299	PKD1P3	PKD1P3
Read23300	PKD1	PKD1
Read23304	PKD1P6	PKD1P6
Read23306	PKD1P6	PKD1P6
Read23309	PKD1	PKD1
Read23312	PKD1	PKD1
Read23321	PKD1P3	PKD1P3
Read23322	PKD1	PKD1
Read23324	PKD1P5	PKD1P5
Read23325	PKD1P5	PKD1P5
Read23327	PKD1	PKD1
Read23328	PKD1P6	PKD1P6
Read23330	PKD1P6	PKD1P6
Read23332	PKD1P6	PKD1P6
Read23333	PKD1P6	PKD1P6
Read23336	PKD1P2	PKD1P2
Read23337	PKD1P3	PKD1P3
Read23338	PKD1P1	PKD1P1
Read23339	PKD1	PKD1
Read23341	PKD1P5	PKD1P5
Read23342	PKD1P4	PKD1P4
Read23346	PKD1P3	PKD1P3
Read23354	PKD1P5	PKD1P5
Read23357	PKD1P2	PKD1P2
Read23363	PKD1	PKD1
Read23364	PKD1	PKD1
Read23366	PKD1P5	PKD1P5
Read23368	PKD1	PKD1
Read23370	PKD1	PKD1
Read23371	PKD1P6	PKD1P6
Read23376	PKD1	PKD1
Read23377	PKD1	PKD1
Read23382	PKD1P5	PKD1P5
Read23384	PKD1P6	PKD1P6
Read23395	PKD1	PKD1
Read23396	PKD1P6	PKD1P6
Read23402	PKD1P3	PKD1P3
Read23403	PKD1P3	PKD1P3
Read23405	PKD1P4	PKD1P4
Read23406	PKD1P1	PKD1P1
Read23409	PKD1	PKD1
Read23411	PKD1P6	PKD1P6
Read23414	PKD1	PKD1
Read23415	PKD1	PKD1
Read23416	PKD1P6	PKD1P6
Read23417	PKD1P4	PKD1P4
Read23418	PKD1	PKD1
Read23419	PKD1	PKD1
Read23420	PKD1P1	PKD1P1
Read23427	PKD1P2	PKD1P2
Read23428	PKD1P3	PKD1P3
Read23429	PKD1P6	PKD1P6
Read23430	PKD1	PKD1
Read23436	PKD1P5	PKD1P5
Read23438	PKD1	PKD1
Read23439	PKD1P2	PKD1P2
Read23441	PKD1P6	PKD1P6
Read23445	PKD1	PKD1
Read23448	PKD1	PKD1
Read23450	PKD1P5	PKD1P5
Read23457	PKD1P6	PKD1P6
Read23458	PKD1P6	PKD1P6
Read23460	PKD1P6	PKD1P6
Read23464	PKD1P4	PKD1P4
Read23468	PKD1P6	PKD1P6
Read23473	PKD1P5	PKD1P5
Read23475	PKD1P6	PKD1P6
Read23480	PKD1	PKD1
Read23482	PKD1P6	PKD1P6
Read23484	PKD1	PKD1
Read23486	PKD1P6	PKD1P6
Read23488	PKD1P4	PKD1P4
Read23489	PKD1P6	PKD1P6
Read23500	PKD1	PKD1
Read23503	PKD1P4	PKD1P4
Read23513	PKD1	PKD1
Read23514	PKD1P2	PKD1P2
Read23519	PKD1	PKD1
Read23520	PKD1P3	PKD1P3
Read23521	PKD1	PKD1
Read23524	PKD1P2	PKD1P2
Read23526	PKD1P6	PKD1P6
Read23531	PKD1	PKD1
Read23532	PKD1	PKD1
Read23534	PKD1P5	PKD1P5
Read23536	PKD1P5	PKD1P5
Read23546	PKD1P4	PKD1P4
Read23549	PKD1P3	PKD1P3
Read23550	PKD1P4	PKD1P4
Read23554	PKD1P3	PKD1P3
Read23557	PKD1P3	PKD1P3
Read23559	PKD1P6	PKD1P6
Read23561	PKD1P6	PKD1P6
Read23565	PKD1P1	PKD1P1
Read23567	PKD1P3	PKD1P3
Read23568	PKD1P3	PKD1P4
Read23569	PKD1P1	PKD1P1
Read23570	PKD1	PKD1
Read23571	PKD1P4	PKD1P4
Read23578	PKD1P6	PKD1P6
Read23579	PKD1P6	PKD1P6
Read23580	PKD1	PKD1
Read23586	PKD1P6	PKD1P6
Read23588	PKD1	PKD1
Read23591	PKD1P6	PKD1P6
Read23593	PKD1	PKD1
Read23594	PKD1P3	PKD1P3
Read23597	PKD1P4	PKD1P4
Read23600	PKD1	PKD1
Read23603	PKD1P1	PKD1P1
Read23613	PKD1	PKD1
Read23614	PKD1P6	PKD1P6
Read23618	PKD1P6	PKD1P6
Read23622	PKD1P2	PKD1P2
Read23623	PKD1	PKD1
Read23624	PKD1	PKD1
Read23629	PKD1P5	PKD1P5
Read23631	PKD1P6	PKD1P6
Read23634	PKD1P6	PKD1P6
Read23636	PKD1	PKD1
Read23638	PKD1P6	PKD1P6
Read23639	PKD1P2	PKD1P2
Read23640	PKD1	PKD1
Read23642	PKD1	PKD1
Read23646	PKD1P6	PKD1P6
Read23649	PKD1P6	PKD1P6
Read23650	PKD1P6	PKD1P6
Read23655	PKD1P6	PKD1P6
Read23656	PKD1	PKD1
Read23660	PKD1P6	PKD1P6
Read23666	PKD1	PKD1
Read23668	PKD1P4	PKD1P4
Read23671	PKD1P6	PKD1P6
Read23672	PKD1P5	PKD1P5
Read23685	PKD1	PKD1
Read23689	PKD1P6	PKD1P6
Read23690	PKD1	PKD1
Read23695	PKD1	PKD1
Read23697	PKD1P5	PKD1P5
Read23699	PKD1	PKD1
Read23702	PKD1	PKD1
Read23708	PKD1	PKD1
Read23709	PKD1	PKD1
Read23713	PKD1	PKD1
Read23714	PKD1P6	PKD1P6
Read23717	PKD1P5	PKD1P5
Read23720	PKD1P6	PKD1P6
Read23721	PKD1	PKD1
Read23727	PKD1	PKD1
Read23729	PKD1P6	PKD1P6
Read23730	PKD1P5	PKD1P5
Read23731	PKD1	PKD1
Read23735	PKD1P6	PKD1P6
Read23737	PKD1	PKD1
Read23740	PKD1P2	PKD1P2
Read23742	PKD1P4	PKD1P4
Read23743	PKD1	PKD1
Read23747	PKD1P2	PKD1P2
Read23748	PKD1	PKD1
Read23751	PKD1P1	PKD1P1
Read23757	PKD1P6	PKD1P6
Read23758	PKD1P2	PKD1P2
Read23764	PKD1	PKD1
Read23766	PKD1	PKD1
Read23767	PKD1P6	PKD1P6
Read23769	PKD1P5	PKD1P5
Read23771	PKD1P6	PKD1P6
Read23775	PKD1	PKD1
Read23776	PKD1P6	PKD1P6
Read23780	PKD1P4	PKD1P4
Read23781	PKD1P6	PKD1P6
Read23782	PKD1P6	PKD1P6
Read23786	PKD1	PKD1
Read23791	PKD1P2	PKD1P2
Read23792	PKD1P5	PKD1P5
Read23795	PKD1P2	PKD1P2
Read23799	PKD1	PKD1
Read23800	PKD1	PKD1
Read23802	PKD1P6	PKD1P6
Read23804	PKD1	PKD1
Read23805	PKD1	PKD1
Read23806	PKD1	PKD1
Read23807	PKD1P6	PKD1P6
Read23809	PKD1P2	PKD1P2
Read23816	PKD1P6	PKD1P6
Read23820	PKD1P6	PKD1P6
Read23821	PKD1	PKD1
Read23829	PKD1P5	PKD1P5
Read23830	PKD1P2	PKD1P2
Read23831	PKD1P1	PKD1P1
Read23832	PKD1P6	PKD1P6
Read23834	PKD1P5	PKD1P5
Read23836	PKD1P6	PKD1P6
Read23838	PKD1P3	PKD1P3
Read23839	PKD1P6	PKD1P6
Read23840	PKD1P6	PKD1P6
Read23841	PKD1P6	PKD1P6
Read23845	PKD1	PKD1
Read23846	PKD1P6	PKD1P6
Read23851	PKD1P3	PKD1P3
Read23852	PKD1P6	PKD1P6
Read23853	PKD1	PKD1
Read23854	PKD1P3	PKD1P3
Read23858	PKD1P6	PKD1P6
Read23861	PKD1P2	PKD1P2
Read23864	PKD1	PKD1
Read23868	PKD1	PKD1
Read23872	PKD1P6	PKD1P6
Read23874	PKD1P6	PKD1P6
Read23875	PKD1P4	PKD1P4
Read23880	PKD1P4	PKD1P4
Read23881	PKD1P6	PKD1P6
Read23882	PKD1	PKD1
Read23886	PKD1	PKD1
Read23889	PKD1P6	PKD1P6
Read23890	PKD1P5	PKD1P5
Read23892	PKD1P5	PKD1P5
Read23894	PKD1P3	PKD1P3
Read23895	PKD1	PKD1
Read23898	PKD1P3	PKD1P3
Read23900	PKD1P6	PKD1P6
Read23902	PKD1P2	PKD1P2
Read23904	PKD1P1	PKD1P1
Read23905	PKD1	PKD1
Read23907	PKD1P2	PKD1P2
Read23909	PKD1P1	PKD1P1
Read23910	PKD1P6	PKD1P6
Read23913	PKD1P2	PKD1P2
Read23914	PKD1P6	PKD1P6
Read23917	PKD1	PKD1
Read23918	PKD1	PKD1
Read23922	PKD1P4	PKD1P4
Read23924	PKD1	PKD1
Read23925	PKD1	PKD1
Read23927	PKD1P4	PKD1P4
Read23934	PKD1P4	PKD1P4
Read23935	PKD1	PKD1
Read23936	PKD1P5	PKD1P5
Read23937	PKD1P6	PKD1P6
Read23940	PKD1P6	PKD1P6
Read23941	PKD1	PKD1
Read23943	PKD1P6	PKD1P6
Read23944	PKD1P2	PKD1P2
Read23948	PKD1	PKD1
Read23950	PKD1P6	PKD1P6
Read23954	PKD1P1	PKD1P1
Read23958	PKD1P6	PKD1P6
Read23960	PKD1	PKD1
Read23965	PKD1P3	PKD1P3
Read23966	PKD1	PKD1
Read23967	PKD1P5	PKD1P5
Read23971	PKD1	PKD1
Read23973	PKD1P5	PKD1P5
Read23974	PKD1P6	PKD1P6
Read23976	PKD1P3	PKD1P3
Read23979	PKD1P4	PKD1P4
Read23984	PKD1P6	PKD1P6
Read23987	PKD1P6	PKD1P6
Read23988	PKD1P1	PKD1P1
Read23989	PKD1P3	PKD1P3
Read23991	PKD1	PKD1
Read23994	PKD1	PKD1
Read23997	PKD1	PKD1
Read23998	PKD1P2	PKD1P2
Read24002	PKD1	PKD1
Read24004	PKD1P6	PKD1P6
Read24005	PKD1	PKD1
Read24006	PKD1P6	PKD1P6
Read24007	PKD1P4	PKD1P4
Read24008	PKD1P6	PKD1P6
Read24009	PKD1P6	PKD1P6
Read24010	PKD1P5	PKD1P5
Read24016	PKD1P6	PKD1P6
Read24019	PKD1	PKD1
Read24020	PKD1	PKD1
Read24022	PKD1P3	PKD1P3
Read24028	PKD1P3	PKD1P3
Read24029	PKD1P1	PKD1P1
Read24031	PKD1P6	PKD1P6
Read24032	PKD1P3	PKD1P3
Read24036	PKD1P3	PKD1P3
Read24039	PKD1P3	PKD1P3
Read24041	PKD1P1	PKD1P1
Read24043	PKD1P6	PKD1P6
Read24044	PKD1	PKD1
Read24045	PKD1P3	PKD1P3
Read24047	PKD1P6	PKD1P6
Read24048	PKD1	PKD1
Read24050	PKD1P6	PKD1P6
Read24053	PKD1P2	PKD1P2
Read24055	PKD1	PKD1
Read24056	PKD1P1	PKD1P1
Read24058	PKD1	PKD1
Read24060	PKD1P6	PKD1P6
Read24061	PKD1P6	PKD1P6
Read24063	PKD1P6	PKD1P6
Read24066	PKD1P6	PKD1P6
Read24067	PKD1P5	PKD1P5
Read24069	PKD1P3	PKD1P3
Read24074	PKD1P6	PKD1P6
Read24075	PKD1P2	PKD1P2
Read24077	PKD1P3	PKD1P3
Read24079	PKD1	PKD1
Read24081	PKD1P2	PKD1P2
Read24085	PKD1P4	PKD1P4
Read24087	PKD1	PKD1
Read24093	PKD1	PKD1
Read24094	PKD1	PKD1
Read24097	PKD1	PKD1
Read24100	PKD1	PKD1
Read24101	PKD1	PKD1
Read24105	PKD1	PKD1
Read24106	PKD1	PKD1
Read24111	PKD1	PKD1
Read24113	PKD1P6	PKD1P6
Read24116	PKD1P6	PKD1P6
Read24117	PKD1	PKD1
Read24119	PKD1	PKD1
Read24123	PKD1	PKD1
Read24126	PKD1	PKD1
Read24128	PKD1P6	PKD1P6
Read24132	PKD1P2	PKD1P2
Read24133	PKD1P3	PKD1P3
Read24136	PKD1P5	PKD1P5
Read24145	PKD1P6	PKD1P6
Read24149	PKD1P6	PKD1P6
Read24150	PKD1P2	PKD1P2
Read24152	PKD1P6	PKD1P6
Read24154	PKD1P6	PKD1P6
Read24155	PKD1	PKD1
Read24159	PKD1	PKD1
Read24160	PKD1P6	PKD1P6
Read24161	PKD1P3	PKD1P3
Read24162	PKD1	PKD1
Read24164	PKD1P6	PKD1P6
Read24165	PKD1	PKD1
Read24167	PKD1P3	PKD1P3
Read24169	PKD1P4	PKD1P4
Read24180	PKD1	PKD1
Read24184	PKD1P6	PKD1P6
Read24185	PKD1	PKD1
Read24187	PKD1	PKD1
Read24188	PKD1	PKD1
Read24189	PKD1P6	PKD1P6
Read24190	PKD1P5	PKD1P5
Read24194	PKD1	PKD1
Read24196	PKD1P6	PKD1P6
Read24204	PKD1P6	PKD1P6
Read24205	PKD1P6	PKD1P6
Read24206	PKD1P6	PKD1P6
Read24208	PKD1	PKD1
Read24210	PKD1	PKD1
Read24213	PKD1P1	PKD1P1
Read24214	PKD1	PKD1
Read24215	PKD1P6	PKD1P6
Read24218	PKD1	PKD1
Read24219	PKD1P3	PKD1P3
Read24224	PKD1	PKD1
Read24225	PKD1	PKD1
Read24226	PKD1P6	PKD1P6
Read24227	PKD1	PKD1
Read24235	PKD1P6	PKD1P6
Read24236	PKD1P3	PKD1P3
Read24238	PKD1P6	PKD1P6
Read24244	PKD1P6	PKD1P6
Read24247	PKD1P1	PKD1P1
Read24250	PKD1P4	PKD1P4
Read24252	PKD1P6	PKD1P6
Read24253	PKD1	PKD1
Read24254	PKD1P3	PKD1P3
Read24256	PKD1P6	PKD1P6
Read24259	PKD1P6	PKD1P6
Read24260	PKD1	PKD1
Read24261	PKD1P6	PKD1P6
Read24264	PKD1P1	PKD1P1
Read24267	PKD1P6	PKD1P6
Read24270	PKD1P6	PKD1P6
Read24272	PKD1	PKD1
Read24275	PKD1	PKD1
Read24278	PKD1	PKD1
Read24281	PKD1	PKD1
Read24285	PKD1P6	PKD1P6
Read24287	PKD1P2	PKD1P2
Read24291	PKD1P6	PKD1P6
Read24294	PKD1	PKD1
Read24295	PKD1	PKD1
Read24296	PKD1	PKD1
Read24300	PKD1P6	PKD1P6
Read24302	PKD1P6	PKD1P6
Read24304	PKD1P3	PKD1P3
Read24308	PKD1P2	PKD1P2
Read24314	PKD1P2	PKD1P2
Read24315	PKD1P6	PKD1P6
Read24318	PKD1	PKD1
Read24325	PKD1P3	PKD1P3
Read24327	PKD1P6	PKD1P6
Read24332	PKD1P3	PKD1P3
Read24334	PKD1	PKD1
Read24336	PKD1	PKD1
Read24339	PKD1	PKD1
Read24341	PKD1	PKD1
Read24342	PKD1	PKD1
Read24343	PKD1P5	PKD1P5
Read24347	PKD1P6	PKD1P6
Read24353	PKD1	PKD1
Read24354	PKD1	PKD1
Read24359	PKD1P6	PKD1P6
Read24360	PKD1	PKD1
Read24365	PKD1	PKD1
Read24367	PKD1P6	PKD1P6
Read24370	PKD1P2	PKD1P2
Read24377	PKD1	PKD1
Read24378	PKD1P6	PKD1P6
Read24383	PKD1P2	PKD1P2
Read24385	PKD1	PKD1
Read24387	PKD1P6	PKD1P6
Read24388	PKD1P1	PKD1P1
Read24389	PKD1P5	PKD1P5
Read24392	PKD1	PKD1
Read24393	PKD1	PKD1
Read24394	PKD1P1	PKD1P1
Read24395	PKD1P2	PKD1P2
Read24399	PKD1	PKD1
Read24409	PKD1	PKD1
Read24411	PKD1P6	PKD1P6
Read24414	PKD1P6	PKD1P6
Read24415	PKD1P6	PKD1P6
Read24416	PKD1P6	PKD1P6
Read24417	PKD1	PKD1
Read24426	PKD1P2	PKD1P2
Read24427	PKD1P3	PKD1P3
Read24428	PKD1P3	PKD1P3
Read24435	PKD1P6	PKD1P6
Read24436	PKD1P1	PKD1P1
Read24445	PKD1	PKD1
Read24447	PKD1P5	PKD1P5
Read24448	PKD1P6	PKD1P6
Read24449	PKD1P6	PKD1P6
Read24451	PKD1	PKD1
Read24452	PKD1P6	PKD1P6
Read24458	PKD1P6	PKD1P6
Read24459	PKD1	PKD1
Read24460	PKD1P5	PKD1P5
Read24461	PKD1	PKD1
Read24463	PKD1P6	PKD1P6
Read24465	PKD1P6	PKD1P6
Read24466	PKD1	PKD1
Read24470	PKD1	PKD1
Read24471	PKD1	PKD1
Read24472	PKD1	PKD1
Read24473	PKD1	PKD1
Read24474	PKD1	PKD1
Read24476	PKD1P4	PKD1P4
Read24479	PKD1P6	PKD1P6
Read24480	PKD1	PKD1
Read24484	PKD1	PKD1
Read24485	PKD1P4	PKD1P4
Read24495	PKD1P6	PKD1P6
Read24496	PKD1	PKD1
Read24497	PKD1P6	PKD1P6
Read24501	PKD1P6	PKD1P6
Read24504	PKD1P1	PKD1P1
Read24507	PKD1P6	PKD1P6
Read24510	PKD1P6	PKD1P6
Read24511	PKD1	PKD1
Read24514	PKD1	PKD1
Read24520	PKD1P4	PKD1P4
Read24521	PKD1P3	PKD1P3
Read24523	PKD1	PKD1
Read24524	PKD1P4	PKD1P4
Read24526	PKD1P6	PKD1P6
Read24527	PKD1P6	PKD1P6
Read24528	PKD1P5	PKD1P5
Read24530	PKD1P6	PKD1P6
Read24533	PKD1P6	PKD1P6
Read24534	PKD1	PKD1
Read24535	PKD1P3	PKD1P3
Read24537	PKD1P6	PKD1P6
Read24538	PKD1	PKD1
Read24540	PKD1P3	PKD1P3
Read24541	PKD1	PKD1
Read24542	PKD1	PKD1
Read24545	PKD1	PKD1
Read24550	PKD1P4	PKD1P4
Read24551	PKD1	PKD1
Read24552	PKD1P6	PKD1P6
Read24556	PKD1P6	PKD1P6
Read24557	PKD1P5	PKD1P5
Read24558	PKD1P6	PKD1P6
Read24559	PKD1P3	PKD1P3
Read24561	PKD1P5	PKD1P5
Read24565	PKD1	PKD1
Read24569	PKD1P6	PKD1P6
Read24570	PKD1P6	PKD1P6
Read24573	PKD1	PKD1
Read24574	PKD1P3	PKD1P3
Read24579	PKD1P6	PKD1P6
Read24580	PKD1	PKD1
Read24584	PKD1	PKD1
Read24585	PKD1	PKD1
Read24588	PKD1P3	PKD1P3
Read24591	PKD1P6	PKD1P6
Read24592	PKD1P6	PKD1P6
Read24595	PKD1P3	PKD1P3
Read24596	PKD1P6	PKD1P6
Read24601	PKD1	PKD1
Read24602	PKD1P3	PKD1P3
Read24604	PKD1P6	PKD1P6
Read24605	PKD1P3	PKD1P3
Read24608	PKD1P6	PKD1P6
Read24609	PKD1P4	PKD1P4
Read24610	PKD1P5	PKD1P5
Read24614	PKD1	PKD1
Read24616	PKD1P1	PKD1P1
Read24617	PKD1P2	PKD1P2
Read24619	PKD1	PKD1
Read24622	PKD1	PKD1
Read24626	PKD1P4	PKD1P4
Read24628	PKD1	PKD1
Read24632	PKD1	PKD1
Read24633	PKD1P6	PKD1P6
Read24635	PKD1P6	PKD1P6
Read24636	PKD1P6	PKD1P6
Read24638	PKD1P4	PKD1P4
Read24642	PKD1P6	PKD1P6
Read24645	PKD1P2	PKD1P2
Read24646	PKD1P6	PKD1P6
Read24647	PKD1	PKD1
Read24648	PKD1P6	PKD1P6
Read24651	PKD1	PKD1
Read24655	PKD1P6	PKD1P6
Read24656	PKD1P6	PKD1P6
Read24657	PKD1	PKD1
Read24662	PKD1P4	PKD1P4
Read24664	PKD1	PKD1
Read24665	PKD1P6	PKD1P6
Read24666	PKD1P3	PKD1P3
Read24669	PKD1P2	PKD1P2
Read24670	PKD1	PKD1
Read24671	PKD1	PKD1
Read24678	PKD1P6	PKD1P6
Read24682	PKD1	PKD1
Read24683	PKD1P6	PKD1P6
Read24685	PKD1P4	PKD1P4
Read24687	PKD1	PKD1
Read24690	PKD1	PKD1
Read24698	PKD1	PKD1
Read24700	PKD1	PKD1
Read24701	PKD1P2	PKD1P2
Read24704	PKD1	PKD1
Read24705	PKD1	PKD1
Read24713	PKD1P6	PKD1P6
Read24715	PKD1P6	PKD1P6
Read24716	PKD1P4	PKD1P4
Read24719	PKD1P4	PKD1P4
Read24722	PKD1P6	PKD1P6
Read24727	PKD1	PKD1
Read24728	PKD1P6	PKD1P6
Read24729	PKD1	PKD1
Read24731	PKD1	PKD1
Read24732	PKD1	PKD1
Read24734	PKD1	PKD1
Read24735	PKD1P6	PKD1P6
Read24743	PKD1	PKD1
Read24745	PKD1P5	PKD1P5
Read24751	PKD1P6	PKD1P6
Read24754	PKD1P2	PKD1P2
Read24759	PKD1P5	PKD1P5
Read24760	PKD1	PKD1
Read24761	PKD1P6	PKD1P6
Read24762	PKD1P4	PKD1P4
Read24763	PKD1P6	PKD1P6
Read24765	PKD1P6	PKD1P6
Read24766	PKD1P2	PKD1P2
Read24772	PKD1P6	PKD1P6
Read24775	PKD1P3	PKD1P3
Read24781	PKD1	PKD1
Read24784	PKD1P6	PKD1P6
Read24787	PKD1	PKD1
Read24788	PKD1	PKD1
Read24789	PKD1P5	PKD1P5
Read24790	PKD1P2	PKD1P2
Read24791	PKD1P4	PKD1P4
Read24794	PKD1P6	PKD1P6
Read24795	PKD1P3	PKD1P3
Read24796	PKD1P5	PKD1P5
Read24798	PKD1P2	PKD1P2
Read24800	PKD1P4	PKD1P4
Read24804	PKD1P1	PKD1P1
Read24806	PKD1	PKD1
Read24807	PKD1P4	PKD1P4
Read24808	PKD1P5	PKD1P5
Read24810	PKD1	PKD1
Read24811	PKD1P2	PKD1P2
Read24812	PKD1	PKD1
Read24814	PKD1	PKD1
Read24815	PKD1	PKD1
Read24817	PKD1P6	PKD1P6
Read24819	PKD1P6	PKD1P6
Read24820	PKD1P6	PKD1P6
Read24821	PKD1P5	PKD1P5
Read24822	PKD1P5	PKD1P5
Read24830	PKD1P6	PKD1P6
Read24833	PKD1P6	PKD1P6
Read24836	PKD1P5	PKD1P5
Read24838	PKD1P6	PKD1P6
Read24841	PKD1P2	PKD1P2
Read24844	PKD1	PKD1
Read24846	PKD1	PKD1
Read24849	PKD1P6	PKD1P6
Read24850	PKD1P4	PKD1P4
Read24851	PKD1	PKD1
Read24855	PKD1P3	PKD1P3
Read24859	PKD1P6	PKD1P6
Read24860	PKD1P6	PKD1P6
Read24861	PKD1P6	PKD1P6
Read24862	PKD1P6	PKD1P6
Read24866	PKD1	PKD1
Read24867	PKD1	PKD1
Read24869	PKD1	PKD1
Read24873	PKD1P5	PKD1P5
Read24876	PKD1	PKD1
Read24877	PKD1P4	PKD1P4
Read24882	PKD1P3	PKD1P3
Read24885	PKD1P6	PKD1P6
Read24886	PKD1P1	PKD1P1
Read24887	PKD1P6	PKD1P6
Read24888	PKD1	PKD1
Read24889	PKD1P6	PKD1P6
Read24891	PKD1P6	PKD1P6
Read24893	PKD1P3	PKD1P3
Read24899	PKD1P5	PKD1P5
Read24903	PKD1	PKD1
Read24906	PKD1P6	PKD1P6
Read24907	PKD1	PKD1
Read24909	PKD1P1	PKD1P1
Read24911	PKD1P6	PKD1P6
Read24912	PKD1P3	PKD1P3
Read24919	PKD1P3	PKD1P3
Read24921	PKD1P4	PKD1P4
Read24923	PKD1P2	PKD1P2
Read24924	PKD1	PKD1
Read24925	PKD1	PKD1
Read24927	PKD1	PKD1
Read24930	PKD1P3	PKD1P3
Read24932	PKD1P6	PKD1P6
Read24933	PKD1P6	PKD1P6
Read24937	PKD1	PKD1
Read24940	PKD1P6	PKD1P6
Read24943	PKD1P6	PKD1P6
Read24944	PKD1	PKD1
Read24945	PKD1	PKD1
Read24946	PKD1P3	PKD1P3
Read24952	PKD1P6	PKD1P6
Read24953	PKD1	PKD1
Read24955	PKD1	PKD1
Read24956	PKD1P1	PKD1P1
Read24964	PKD1P6	PKD1P6
Read24965	PKD1P6	PKD1P6
Read24966	PKD1	PKD1
Read24967	PKD1	PKD1
Read24969	PKD1	PKD1
Read24972	PKD1	PKD1
Read24976	PKD1	PKD1
Read24980	PKD1	PKD1
Read24982	PKD1	PKD1
Read24983	PKD1	PKD1
Read24984	PKD1P2	PKD1P2
Read24985	PKD1	PKD1
Read24986	PKD1P6	PKD1P6
Read24990	PKD1P6	PKD1P6
Read24991	PKD1	PKD1
Read24993	PKD1	PKD1
Read24997	PKD1	PKD1
Read24999	PKD1P6	PKD1P6
Read25004	PKD1P6	PKD1P6
Read25006	PKD1P4	PKD1P4
Read25009	PKD1P6	PKD1P6
Read25012	PKD1P6	PKD1P6
Read25016	PKD1P6	PKD1P6
Read25017	PKD1P6	PKD1P6
Read25018	PKD1	PKD1
Read25020	PKD1P6	PKD1P6
Read25022	PKD1P6	PKD1P6
Read25024	PKD1P6	PKD1P6
Read25027	PKD1	PKD1
Read25028	PKD1P1	PKD1P1
Read25029	PKD1P6	PKD1P6
Read25030	PKD1P3	PKD1P3
Read25032	PKD1	PKD1
Read25034	PKD1P4	PKD1P4
Read25035	PKD1P6	PKD1P6
Read25040	PKD1P5	PKD1P5
Read25043	PKD1	PKD1
Read25047	PKD1P6	PKD1P6
Read25048	PKD1	PKD1
Read25050	PKD1	PKD1
Read25057	PKD1P6	PKD1P6
Read25063	PKD1P6	PKD1P6
Read25064	PKD1	PKD1
Read25066	PKD1	PKD1
Read25067	PKD1P6	PKD1P6
Read25072	PKD1P6	PKD1P6
Read25074	PKD1	PKD1
Read25075	PKD1P2	PKD1P2
Read25076	PKD1	PKD1
Read25077	PKD1P6	PKD1P6
Read25079	PKD1P4	PKD1P4
Read25082	PKD1P6	PKD1P6
Read25083	PKD1P2	PKD1P2
Read25086	PKD1	PKD1
Read25087	PKD1P3	PKD1P3
Read25089	PKD1	PKD1
Read25094	PKD1P5	PKD1P5
Read25099	PKD1P3	PKD1P3
Read25100	PKD1	PKD1
Read25101	PKD1P6	PKD1P6
Read25102	PKD1	PKD1
Read25103	PKD1	PKD1
Read25104	PKD1P6	PKD1P6
Read25105	PKD1P5	PKD1P5
Read25108	PKD1P4	PKD1P4
Read25109	PKD1P2	PKD1P2
Read25110	PKD1P4	PKD1P4
Read25111	PKD1P6	PKD1P6
Read25113	PKD1P6	PKD1P6
Read25116	PKD1P6	PKD1P6
Read25123	PKD1P6	PKD1P6
Read25128	PKD1P6	PKD1P6
Read25132	PKD1P6	PKD1P6
Read25133	PKD1P5	PKD1P5
Read25136	PKD1P6	PKD1P6
Read25140	PKD1	PKD1
Read25150	PKD1P2	PKD1P2
Read25158	PKD1P2	PKD1P2
Read25159	PKD1P6	PKD1P6
Read25160	PKD1P6	PKD1P6
Read25161	PKD1	PKD1
Read25162	PKD1P2	PKD1P2
Read25163	PKD1P6	PKD1P6
Read25164	PKD1	PKD1
Read25165	PKD1P6	PKD1P6
Read25168	PKD1	PKD1
Read25172	PKD1	PKD1
Read25179	PKD1	PKD1
Read25180	PKD1P2	PKD1P2
Read25185	PKD1	PKD1
Read25186	PKD1	PKD1
Read25191	PKD1	PKD1
Read25192	PKD1P4	PKD1P4
Read25196	PKD1P4	PKD1P4
Read25200	PKD1P3	PKD1P3
Read25202	PKD1P6	PKD1P6
Read25204	PKD1P4	PKD1P4
Read25207	PKD1P4	PKD1P4
Read25209	PKD1P4	PKD1P4
Read25210	PKD1P3	PKD1P3
Read25212	PKD1	PKD1
Read25216	PKD1	PKD1
Read25220	PKD1	PKD1
Read25222	PKD1P6	PKD1P6
Read25224	PKD1	PKD1
Read25225	PKD1	PKD1
Read25229	PKD1P6	PKD1P6
Read25233	PKD1P6	PKD1P6
Read25234	PKD1P6	PKD1P6
Read25236	PKD1P6	PKD1P6
Read25237	PKD1	PKD1
Read25239	PKD1	PKD1
Read25240	PKD1P6	PKD1P6
Read25243	PKD1P2	PKD1P2
Read25250	PKD1	PKD1
Read25251	PKD1P2	PKD1P2
Read25253	PKD1P6	PKD1P6
Read25254	PKD1P6	PKD1P6
